X,id,PEDON_ID,Year,Location_U,Soil_Serie,Soil_Ser_1,Location,Lab_ID,Great_Grou,Order,Subgroup,Latitude,Longitude,Phase,Master_Hor,Suffix,Lower_Dept,Upper_Dept,Horizon_Mo,Horizon_Li,Calcium,Potassium,Magnesium,Sodium,CEC,Water_Solu,EC,Inorganic_,Organic_Ca,Water_So_1,Water_So_2,Water_So_3,Water_So_4,Water_So_5,Water_So_6,Total_Nitr,Exchangeab,Water_So_7,Extractabl,Extracta_1,clay_0_2,silt,clay_0_02,coase_sand,fine_sand,medium_san,total_sand,vc_sand,vf_sand,water_rtn_,water_rt_1,water_rt_2,b1,b2,b3,b4,b5,b6,b7,ari,ari_noBareSoil,CRSI,CRSI_noBareSoil,NDVI_July_Aug,NDVI_July_Aug_noBareSoil,NDVI_Sept_Oct,NDVI_Sept_Oct_noBareSoil,NDVI_SD,SAVI_Jul_Aug,SAVI_Jul_Aug_noBareSoil,SAVI_Sept_Oct,SAVI_Sept_Oct_noBareSoil,dem_3x3_sd3x3,dem_3x3_sd5x5,dem_3x3_sd9x9,dem_3x3_sd21x21,dem_9x9_sd21x21,dem_9x9_sd101x101,dem_3x3_tri,dem_5x5_tri,dem_9x9_tri,dem_9x9_tri_20,precip,temperature,MidSlope_Pos_100m,Norm_Height_100m,Slope_Height_100m,Stand_Height_100m,SWI_100m,Valley_Depth_100m
335,7548_1,7548,1986,300,WAC,Waseca,16CNE3348 19 W3,86-0342,Solidized Solonetz,Solonetz,Black,53.18881101,-108.7136529,NA,A,h,13,0,NA,NA,8.7,1.2,2.1,0.1,20.7,0.7,0.3,NA,2.77,1.3,0.9,1.2,1.4,1.3,1.2,0.253,NA,NA,NA,NA,15.9,33,9.2,4.8,18.3,8.4,51.1,2.3,17.3,21.8,9.7,1.5,628.5733643,871.2833252,1024.388916,1614.913696,2936.563477,2967.471436,2744.318115,1.72742331,2.416344166,0.812675834,0.831198215,0.532031119,0.607032895,0.212385595,0.340920627,0.186781706,0.798599401,0.911197197,0.319056996,0.544469993,0.554802537,0.793467522,1.279396057,2.564487934,2.276537657,10.04923248,1.132581234,1.027944565,0.881275177,1.665601254,506.6357924,287.4907227,0.11796701,0.558983505,1.809508085,518.9336548,7.99766922,1.293837547
336,7549_1,7549,1985,600,ONC,Onion lake,NW0749 20 W3,85-0367,Solidized Solonetz,Solonetz,Black,53.21611917,-108.9236038,NA,A,h,7,0,NA,NA,19.4,1.3,5.3,0.8,33.4,0.7,0.9,NA,7.16,3.1,1,4.5,2.3,4.4,4,0.461,NA,NA,NA,NA,24.8,33.2,14.7,3.1,15.3,5.2,42,1.6,16.4,NA,NA,6.4,557.4732056,772,890.020874,1401,2637.196289,2953.269287,2439,1.69742167,2.10133481,0.8073017,0.825571895,0.524962425,#NAME?,0.248853549,#NAME?,0.173041833,0.78769422,0.876352926,0.373541631,0.608939917,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,503.5862437,287.5221252,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?
337,7550_1,7550,1985,600,CFE,Cutknife,SE2849 24 W3,85-0389,Black,Chernozem,Eluviated,53.2526503,-109.4490385,NA,A,p,17,0,NA,NA,19.9,1.7,4.3,NA,33.7,0.8,0.6,NA,4.2,2.7,0.6,0.6,1.6,0.4,0.8,0.389,NA,NA,NA,NA,25.8,59.2,17.7,1,3.9,1.1,14.9,0.2,8.7,NA,NA,4.8,612.2999878,833,955.8125,1557,2830.583496,2950.181885,2518.375,1.872614861,2.351284742,0.825742126,0.841215849,0.562049627,-3.40E+38,0.301969796,-3.40E+38,0.181501732,0.842930607,0.939670276,0.454784859,0.627109046,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,494.2624076,287.6235962,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
338,7551_1,7551,1985,600,MFA,Mayfair,NE0650 22 W3,85-0469,Black,Chernozem,Orthic,53.28891418,-109.2052907,NA,A,p,19,0,NA,NA,21.8,1.1,4,NA,35.3,0.6,0.4,NA,6.02,2.3,0.7,1.9,1.2,0.3,0.9,0.526,NA,NA,NA,NA,19.6,38.8,12,11.5,13.1,7.7,41.5,1.3,7.8,NA,NA,4,620.4543457,822.8679199,982.1190186,1543.833374,2801.449951,2952.340332,2540.649902,1.499884605,1.976246834,0.805133581,0.829723775,0.461853117,-3.40E+38,0.247981548,-3.40E+38,0.156833246,0.69341755,0.838975356,0.371900826,0.654271347,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,500.4145324,287.5656738,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
339,7552_1,7552,1985,600,SSC,Speers,SE3650 24 W3,85-0429,Solidized Solonetz,Solonetz,Black,53.35419764,-109.3758256,NA,A,p,17,0,NA,NA,28.4,0.8,4.9,NA,31.8,0.2,0.6,NA,3.84,2.5,0.3,3.9,1.4,28.7,1.6,0.363,NA,NA,NA,NA,23.5,29.6,0,0.6,31.8,0.5,46.9,0.1,13.8,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,2.007796764,2.446331263,0.826354206,0.838635504,0.557760239,-3.40E+38,0.217807919,-3.40E+38,0.195094015,0.837971439,0.928816706,0.32729634,0.629115519,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,499.1845112,287.5867004,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
340,7553_1,7553,1985,600,KTA,Keatly,SW1751 24 W3,85-0372,Black,Chernozem,Orthic,53.39918595,-109.5138295,NA,A,p,17,0,NA,NA,27.7,2.5,15.7,1.1,52.2,0.5,0.7,NA,5.18,2.2,0.3,1.3,2.5,2.9,2.1,0.5,NA,NA,NA,NA,52.5,41.7,32.2,0.3,1,0.2,5.7,0.2,3.8,NA,NA,12,540.3666992,737.416626,856.854126,1333.5625,2263.095215,2964.712891,1983.208252,1.574886799,2.251207113,0.806864381,0.831565022,0.509170771,-3.40E+38,0.248859644,-3.40E+38,0.186142705,0.763065747,0.914636374,0.374009457,0.615228181,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,498.2244605,287.5977173,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
341,7554_1,7554,1985,600,SSA,Speers,NE1851 24 W3,85-0362,Solonetz,Solonetz,Black,53.40642028,-109.5264195,NA,A,p,18,0,NA,NA,25,1.7,9.6,1.1,50.3,0.5,0.9,NA,7.14,1.9,0.5,0.6,1.6,4.4,2.1,0.636,NA,NA,NA,NA,34.2,52.9,17.6,0.5,2.6,0.6,12.9,0.9,8,NA,NA,10.6,NA,NA,NA,NA,NA,NA,NA,1.633759975,2.130386829,0.806508422,0.830283821,0.536886334,0.661684513,0.312857151,0.416404068,0.174485479,0.80221211,0.930033592,0.469102232,0.633693326,0.991788626,2.234722853,6.063191414,17.39676666,16.64766502,29.97215462,6.140910625,6.045015335,5.817164421,15.76247215,498.267151,287.5973511,0.35621646,0.678108215,43.00829697,532.4191284,5.448962212,2.289559364
342,7555_1,7555,1985,600,MFA,Mayfair,NE1948 27 W3,85-0454,Black,Chernozem,Orthic,53.15789974,-109.9364786,NA,A,p,8,0,NA,NA,14.3,0.7,6.4,0.1,25.9,0.2,0.4,NA,2.27,1.5,0.4,2.5,1.3,1,0.7,0.231,NA,NA,NA,NA,27.5,30.4,16.6,6.4,16.9,6.8,42,1.7,10.2,NA,NA,3.2,709.1833496,931.9090576,1091.96875,1751.572754,2968.458252,2969.062256,2730.5,1.350492001,2.563695431,0.795512915,0.837110698,0.475283444,-3.40E+38,0.199761689,-3.40E+38,0.198980259,0.712828004,0.96537784,0.299795082,0.557817148,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,486.6944085,287.6743164,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
343,7556_1,7556,1985,600,MFC,Mayfair,SW2748 25 W3,85-0377,Black,Chernozem,Calcareous,53.16527718,-109.5827494,NA,A,No data,11,0,NA,NA,11.3,1.1,30.1,6.4,41.7,0.6,8.7,NA,NA,20.4,0.3,1.2,60.9,54.8,150,0.104,NA,NA,NA,NA,66.9,32.3,33.6,0,0.1,0,0.8,0,0.5,NA,NA,14,659.5681763,899.0999756,1055.995117,1608.261963,2840.848633,2965.458984,2623.423828,1.545776486,2.603981972,0.807319939,0.845206022,0.507967651,0.602250457,0.172887564,0.434777796,0.219196314,0.761840482,0.972346775,0.25901579,0.622976619,0.658044815,1.080892563,1.836583614,3.657739639,3.40442276,11.6666851,1.517498374,1.484730482,1.397115469,2.735095978,489.4749798,287.6548462,0.053608462,0.352905601,1.09673667,525.9204102,7.480582237,1.314403296
344,7557_2,7557,1969,600,BHO,Battle heights,SW2951 10 W2,69-5393,Regosolic,Regosol,Orthic,53.42724226,-103.4489249,NA,AC,NA,10,0,NA,NA,18.7,0.1,11.3,0.1,22.1,NA,0.6,3.5,1.53,3,0.7,NA,3.4,0.4,NA,0.1,0.7,NA,NA,NA,14,27,10,24,20,NA,59,NA,15,18.1,8.4,1.2,NA,NA,NA,NA,NA,NA,NA,3.210860729,3.25676775,0.858927786,0.85918808,0.744107187,-3.40E+38,0.40536201,-3.40E+38,0.190870278,1.116366495,1.120710336,0.607686807,0.802843171,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,565.6777827,288.3755798,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
345,7558_1,7558,1969,600,BHC,Battle heights,SW0151 11 W2,69-5412,Dark Gray,Chernozem,Calcareous,53.36931134,-103.4977896,NA,A,h,5,0,NA,NA,110.2,0.6,22.2,0.4,82.6,0.3,0.9,7.5,14.75,6.8,0.5,NA,4.9,0.3,NA,0.98,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.3,38.1,5.5,NA,NA,NA,NA,NA,NA,NA,2.617742062,2.617742062,0.833442807,0.833442807,0.717808545,-3.40E+38,0.464090794,-3.40E+38,0.145973523,1.076647362,1.076647362,0.697031726,0.783372919,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,564.3018502,288.3639526,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
346,7559_2,7559,1969,7000,ARC,Arborfield,NE0349 08 W2,69-5424,Solodized Solonetz,Solonetz,Dark Grey,53.25618273,-103.099992,NA,A,he,5,0,NA,NA,15.4,1.3,9.8,0.6,33.8,0.2,0.3,NA,7.75,1,0.4,NA,1,1.5,NA,0.64,27.3,NA,NA,NA,48,45,20,2,2,NA,7,NA,3,42.2,33.9,3.4,604.5,776.166687,932.5,1496.333374,2839,3001.75,2486,2.334097385,2.757260323,0.839955747,0.850112796,0.631023169,-3.40E+38,0.346654415,-3.40E+38,0.192680339,0.947228657,0.990710921,0.519626912,0.709084196,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,584.1229859,288.2486572,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
347,7560_2,7560,1970,7000,ARC,Arborfield,SW0549 08 W2,70-6353,Solodized Solonetz,Solonetz,Dark Grey,53.25618273,-103.099992,NA,A,he,6,0,NA,NA,16.5,1.4,8.3,0.7,36.7,0.2,0.3,NA,6.27,1,0.6,NA,0.7,1.1,NA,0.48,23.1,NA,NA,NA,57,34,14,2,3,1,9,0,3,42.9,31.5,1.9,604.5,776.166687,932.5,1496.333374,2839,3001.75,2486,2.334097385,2.757260323,0.839955747,0.850112796,0.631023169,-3.40E+38,0.346654415,-3.40E+38,0.192680339,0.947228657,0.990710921,0.519626912,0.709084196,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,584.1229859,288.2486572,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
348,7561_2,7561,1970,7000,TIA,Tisdale,SW0849 08 W2,70-6361,Dark Gray,Chernozem,Orthic,53.25618273,-103.099992,NA,A,h,14,0,NA,NA,31.1,3.6,6.5,0.1,48.1,0.4,0.3,NA,4.98,2.3,0.3,NA,0.7,0.1,NA,0.51,11.4,NA,NA,NA,40,52,10,1,3,1,8,0,3,46.1,29.4,3.1,604.5,776.166687,932.5,1496.333374,2839,3001.75,2486,2.334097385,2.757260323,0.839955747,0.850112796,0.631023169,-3.40E+38,0.346654415,-3.40E+38,0.192680339,0.947228657,0.990710921,0.519626912,0.709084196,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,584.1229859,288.2486572,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
349,7562_2,7562,1969,7000,GAA,Garrick,NW1654 14 W2,69-5369,Gray,Luvisol,Orthic,53.64455019,-104.0263053,NA,A,e,15,0,NA,NA,1.2,0.2,1.4,NA,5.4,0.1,0.2,NA,0.42,0.5,0.3,NA,0.7,0.1,NA,0.03,2.1,NA,NA,NA,6,49,3,5,6,NA,45,NA,34,11.6,5.6,0.3,NA,NA,NA,NA,NA,NA,NA,4.177642345,4.177642345,0.876736045,0.876736045,0.782189429,-3.40E+38,0.408972114,-3.40E+38,0.208522691,1.17326652,1.17326652,0.612532706,0.815361138,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,559.6958244,288.0689392,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
350,7563_2,7563,1969,7000,GAA,Garrick,NW2254 14 W2,69-5375,Gray,Luvisol,Orthic,53.64455019,-104.0263053,NA,A,e,18,0,NA,NA,0.8,0.1,1.5,NA,4.2,0.1,0.2,NA,0.36,0.4,0.2,NA,0.9,0.2,NA,0.02,1.4,NA,NA,NA,6,45,2,4,5,NA,49,NA,40,8.8,2.3,0.3,NA,NA,NA,NA,NA,NA,NA,4.177642345,4.177642345,0.876736045,0.876736045,0.782189429,-3.40E+38,0.408972114,-3.40E+38,0.208522691,1.17326652,1.17326652,0.612532706,0.815361138,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,559.6958244,288.0689392,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
351,7564_2,7564,1969,600,SYA,Sylvania,SW1754 14 W2,69-5381,Gray,Luvisol,Orthic,53.66006004,-104.0384667,NA,A,e,18,0,NA,NA,2.2,0.1,1.9,NA,4.1,0.1,0.2,NA,0.28,1.1,0.2,NA,1.1,0.1,NA,0.02,0.2,NA,NA,NA,6,48,4,8,4,NA,46,NA,34,9.1,2.5,0.3,NA,NA,NA,NA,NA,NA,NA,4.246011257,4.246011257,0.883259654,0.883259654,0.804300547,-3.40E+38,0.424819589,-3.40E+38,0.213130802,1.206521201,1.20643468,0.63729451,0.901241776,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,560.3386156,288.0512085,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
352,7571_2,7571,1967,600,BDA,Bodmin,NW2154 07 W3,67-4429,Gray,Luvisol,Orthic,53.68384687,-106.9776136,NA,A,e,13,0,NA,NA,1.9,0.1,0.1,0.2,3.5,0.2,0.2,NA,0.54,0.9,NA,NA,0.4,0.1,NA,0.03,NA,NA,NA,NA,2,5,1,84,7,NA,93,NA,2,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,2.636821747,2.638379574,0.833352327,0.835472703,0.693326831,0.703003824,0.432061493,0.472947091,0.145253238,1.036004239,1.038698211,0.648255512,0.694838197,0.751312435,1.137132645,1.400294065,2.726134777,1.991240621,4.298912048,1.414129257,1.114124775,0.72827816,1.422565699,545.2555807,287.3091431,0.029361827,0.498183072,1.959677696,470.4604187,7.826916695,1.885764599
353,7578_1,7578,1992,300,PYG,Pelly,01ASE2952 25 W2,92-0550,Dark Gray,Chernozem,Gleyed Rego,53.51280135,-105.6447414,NA,A,pk,29,0,NA,NA,20.3,0.4,8.4,NA,24.4,0.1,0.5,1.9,1.55,2.7,0.1,NA,2.3,0.5,0.4,NA,NA,NA,NA,NA,20.3,43.4,13.4,5.2,13.1,4.8,36.3,2.3,10.8,NA,NA,1.9,569.927063,782.25,901.5,1431,2796.125,2950.083252,2510.125,2.291753054,2.672534466,0.836218119,0.844748795,0.622842491,-3.40E+38,0.245922133,-3.40E+38,0.199496555,0.932187941,0.982744012,0.368765996,0.595593692,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,531.6375502,287.5811157,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
354,7579_1,7579,1992,300,PWH,Paddockwood,05CSW3552 25 W2,92-0557,Dark Gray,Chernozem,Gleyed,53.53084393,-105.5892528,NA,A,pk,18,0,NA,NA,30.3,0.4,5.9,NA,31.8,0.1,0.6,2.9,3.39,5.2,0.1,NA,2.2,0.5,1.1,NA,NA,NA,NA,NA,18.9,38.9,9.5,5.7,16.2,6.1,42.2,2.7,11.3,NA,NA,2.2,723.8499756,963.7000122,1146.038452,1622.916626,3056.899902,2983.317383,2776.615479,2.118001461,2.846520901,0.829906404,0.844848216,0.598738134,-3.40E+38,0.190842196,-3.40E+38,0.216504838,0.895780872,0.977101622,0.286217711,0.530036669,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,532.634798,287.5895386,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
355,7580_1,7580,1992,300,WEG,Weirdale,03ASW0152 25 W2,92-0568,Dark Gray,Chernozem,Gleyed Rego,53.45463499,-105.5586549,NA,A,p,22,0,NA,NA,35,1.2,13.8,0.7,41,2.1,4,2.1,5.75,21.7,3.9,NA,25.6,11.2,43.7,NA,NA,NA,NA,NA,15.3,30.1,8.7,2.1,37,8.1,54.6,0.4,6.9,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,2.754247904,2.883159399,0.842318714,0.845426321,0.657055795,0.678893566,0.253080875,0.397179365,0.217205474,0.986359525,1.001636213,0.381074891,0.627800839,0.150769591,0.376311839,0.449338794,0.781787813,0.408494502,1.697700262,0.460079253,0.233153939,0.016800093,0.254720718,530.1288317,287.6270447,0.084630013,0.457684994,3.338602066,404.8550415,9.108074188,3.955939293
356,7581_1,7581,1992,300,WVA,Waitville,01BSE1353 26 W2,92-0563,Gray,Luvisol,Orthic,53.57089436,-105.6939388,NA,A,p,11,0,NA,NA,10.5,0.5,1.7,0.1,10.2,0.3,0.8,2.4,1.04,7.4,0.3,NA,2.1,0.7,0.6,NA,NA,NA,NA,NA,14.1,24.6,5.1,11.1,22.1,8.9,61.4,7,12.2,NA,NA,0.8,694,921.666687,1057.75,1632.5,2914.75,2936.961426,2549,2.97705555,3.214138985,0.855384469,0.860783994,0.666008174,-3.40E+38,0.310692847,-3.40E+38,0.208858885,0.998424756,1.017108366,0.465557189,0.610813551,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,533.862999,287.5460205,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
357,7582_1,7582,1994,600,MAE,Makwa,NE1958 20 W3,94-0092,Black,Chernozem,Eluviated,54.03141429,-108.9619063,NA,A,p,15,0,NA,NA,11.2,0.3,3.9,0.3,21.1,0.1,0.5,NA,2.22,2.6,0.3,NA,2.2,1,1.9,NA,NA,NA,NA,NA,15.4,40.7,6.8,5.4,16,7.2,43.9,2.7,12.4,NA,NA,1.4,663.8809814,895.4736328,1038.183105,1566.900024,2990.762451,2962.92334,2793.9375,2.094483137,2.921853065,0.826004505,0.845601976,0.598066211,-3.40E+38,0.212007329,-3.40E+38,0.214469901,0.897008386,0.984615949,0.317489746,0.536787981,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,529.4180127,287.3327026,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
358,7584_1,7584,1994,300,MDE,Meadow lake,05CSW1860 17 W3,94-0014,Black,Chernozem,Eluviated,54.18553038,-108.5496897,NA,A,p,14,0,NA,NA,26,0.8,5,0.1,37.6,0.3,0.5,NA,5.48,2.9,0.3,NA,1.4,0.7,1.6,0.483,NA,NA,NA,NA,24.2,51.9,NA,0.5,2.1,0.4,24,0.5,20.2,NA,NA,4.1,611.5499878,763.5666504,860.0882568,1367.142822,2794.357178,2951.661377,2614.949951,2.13056612,3.150016069,0.825977743,0.850479007,0.583358228,0.651523411,0.221569985,0.371641159,0.218291523,0.87691852,1.012982483,0.329961641,0.603861127,0.253603071,0.471730292,0.755694032,1.849858522,1.616407156,4.917967796,0.737132311,0.677442908,0.5513767,1.352965236,546.3160429,287.3562927,0.07368353,0.452764153,1.822894573,461.9412231,8.381025314,1.882481694
359,7585_1,7585,1994,300,BVA,Beaver river,15DNE2162 18 W3,94-0087,Gray,Luvisol,Orthic,54.38180546,-108.6373272,NA,A,p,12,0,NA,NA,11.9,0.4,3.3,0.1,18.6,0.2,0.6,NA,3.02,3.3,1.5,NA,2.2,0.6,1.1,0.189,NA,NA,NA,NA,12.4,62.9,7.4,0.4,4.8,0.9,24.7,0.3,18.9,NA,NA,1.2,924.833374,1251.043701,1472.125,2169.125,3565.068359,2950.222168,3250.107422,1.936704159,2.31143117,0.825955927,0.838892102,0.563536286,0.603807986,0.221629351,0.361300826,0.20198838,0.844684889,0.909215912,0.332856962,0.586010209,0.685649276,1.09036243,1.647840738,2.980338335,2.678151846,5.794203281,1.393535137,1.319559574,1.192779303,2.213447094,546.8965822,287.3787842,0.043371622,0.314247429,1.216661572,445.1611328,7.691557884,1.757730722
360,7626_1,7626,1977,600,YKD,Yorkton,NW1120 31 W1,77-0101,Black,Chernozem,Rego,50.70840854,-101.6888305,NA,A,pk,20,0,NA,NA,33,0.5,14,0.3,32.6,NA,4.2,2.6,4.2,29,1.6,NA,32.3,0.3,51.6,0.4,NA,NA,NA,NA,24,36,13,8,13,6,40,4,8,32.2,17.2,2.7,721.2857056,958.6696777,1106.947998,1669.90918,2899.649902,2951.680176,2583.915039,2.13504529,2.696166992,0.824333072,0.840160012,0.607334137,0.68455261,0.218792588,0.395271242,0.209610041,0.910504897,0.987708388,0.328308171,0.590817029,#NAME?,-1.70E+38,0.286667138,0.54301393,0.387402415,2.348391533,0.230803445,0.195745528,0.019726979,0.268369406,571.3818161,288.2636108,0.438924551,0.280537724,2.840789795,424.8229065,8.183474541,7.285440922
361,7627_1,7627,1983,300,EBC,Ellisboro,08ASE2819 12 W2,83-0134,Black,Chernozem,Calcareous,50.65606979,-103.6130321,NA,A,p,17,0,NA,NA,29.2,1.4,8.7,0.1,35.5,0.7,0.8,5,3.34,4.9,2.4,6.6,3,1.2,0.7,0.313,NA,NA,NA,NA,41.5,38.7,25,2.5,6.9,2.2,19.8,1.4,6.7,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,1.809286594,2.469158411,0.824360669,0.845319808,0.543433309,-3.40E+38,0.298613906,-3.40E+38,0.178607899,0.812928292,0.936003531,0.44710716,0.652122899,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,526.7552388,288.2984009,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
362,7628_1,7628,1983,300,EBD,Ellisboro,12DNW1818 09 W2,83-0142,Black,Chernozem,Rego,50.52251043,-103.240549,NA,A,pk,13,0,NA,NA,19.6,0.7,4.4,NA,19.7,0.6,0.6,9.3,2.87,4.9,0.5,6.8,2.4,0.3,0.4,0.235,NA,NA,NA,NA,16.2,24.1,11.2,4.7,26.5,7.6,59.8,2.2,18.5,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA,2.118491173,2.342751026,0.831489444,0.838874817,0.616185546,0.682172477,0.333767056,0.432633221,0.178651303,0.924209344,0.977931925,0.501256198,0.661974186,0.494867504,0.812244952,3.148426533,11.6691637,11.26059723,42.00238037,2.91694212,2.824126005,2.710525036,8.369078636,533.6438561,288.3217163,0.087271586,0.048722085,1.649241567,401.6541748,6.263575077,10.34078217
363,7629_1,7629,1977,600,OXC,Oxbow,SE1616 31 W1,77-0111,Black,Chernozem,Calcareous,50.36170615,-101.6906228,NA,A,pk,15,0,NA,NA,17,0.6,6.3,0.1,23.7,NA,1.5,0.5,2.3,8.7,2.2,NA,8.7,0.1,6.5,0.2,NA,NA,NA,NA,18,30,9,8,22,8,52,3,12,26.5,13.3,1.7,705.0605469,923.9677124,1065.85791,1670.875,3017.24585,2999.244385,2743.449951,1.172897577,2.656514645,0.78075844,0.844190657,0.383990735,-3.40E+38,0.196259394,-3.40E+38,0.184195299,0.576734447,0.995776844,0.295234025,0.576317289,#NAME?,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,567.60033,288.5015869,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
364,7630_1,7630,1983,300,EBC,Ellisboro,13ANW2018 08 W2,83-0146,Black,Chernozem,Calcareous,50.54055887,-103.0801856,NA,A,p,12,0,NA,NA,24.7,1.1,5.2,NA,30.7,0.5,0.5,1.5,2.92,4.2,0.4,5.8,2,0.3,0.5,0.28,NA,NA,NA,NA,27.1,33.5,15.1,6.1,11.7,6.3,39.4,3.1,10.1,NA,NA,2.3,NA,NA,NA,NA,NA,NA,NA,1.945042133,2.462878942,0.823620379,0.841024518,0.588381052,0.613171577,0.298831999,0.427531749,0.191898383,0.88265905,0.981077545,0.448605437,0.680963777,0.661664367,1.266856313,2.862218857,11.45726204,11.23009491,49.64782715,2.604953766,2.522132158,2.469860315,8.002692223,539.1484349,288.312439,0.346382558,0.022412967,1.531072021,399.4815979,6.087329865,41.15559387
